Threatened species,Year,Series,Value
Lao People's Dem. Rep.,2020,Threatened Species: Total (number),250
Latvia,2004,Threatened Species: Vertebrates (number),15
Latvia,2010,Threatened Species: Vertebrates (number),9
Latvia,2016,Threatened Species: Vertebrates (number),16
Latvia,2017,Threatened Species: Vertebrates (number),17
Latvia,2018,Threatened Species: Vertebrates (number),18
Latvia,2019,Threatened Species: Vertebrates (number),18
Latvia,2020,Threatened Species: Vertebrates (number),18
Latvia,2004,Threatened Species: Invertebrates (number),8
Latvia,2010,Threatened Species: Invertebrates (number),9
Latvia,2016,Threatened Species: Invertebrates (number),12
Latvia,2017,Threatened Species: Invertebrates (number),12
Latvia,2018,Threatened Species: Invertebrates (number),12
Latvia,2019,Threatened Species: Invertebrates (number),12
Latvia,2020,Threatened Species: Invertebrates (number),12
Latvia,2004,Threatened Species: Plants (number),0
Latvia,2010,Threatened Species: Plants (number),0
Latvia,2016,Threatened Species: Plants (number),1
Latvia,2017,Threatened Species: Plants (number),1
Latvia,2018,Threatened Species: Plants (number),1
Latvia,2019,Threatened Species: Plants (number),5
Latvia,2020,Threatened Species: Plants (number),10
Latvia,2004,Threatened Species: Total (number),23
Latvia,2010,Threatened Species: Total (number),18
Latvia,2016,Threatened Species: Total (number),29
Latvia,2017,Threatened Species: Total (number),30
Latvia,2018,Threatened Species: Total (number),31
Latvia,2019,Threatened Species: Total (number),35
Latvia,2020,Threatened Species: Total (number),40
Lebanon,2004,Threatened Species: Vertebrates (number),25
Lebanon,2010,Threatened Species: Vertebrates (number),44
Lebanon,2016,Threatened Species: Vertebrates (number),58
Lebanon,2017,Threatened Species: Vertebrates (number),58
Lebanon,2018,Threatened Species: Vertebrates (number),57
Lebanon,2019,Threatened Species: Vertebrates (number),57
Lebanon,2020,Threatened Species: Vertebrates (number),61
Lebanon,2004,Threatened Species: Invertebrates (number),1
Lebanon,2010,Threatened Species: Invertebrates (number),5
Lebanon,2016,Threatened Species: Invertebrates (number),16
Lebanon,2017,Threatened Species: Invertebrates (number),17
Lebanon,2018,Threatened Species: Invertebrates (number),18
Lebanon,2019,Threatened Species: Invertebrates (number),18
Lebanon,2020,Threatened Species: Invertebrates (number),19
Lebanon,2004,Threatened Species: Plants (number),0
Lebanon,2010,Threatened Species: Plants (number),1
Lebanon,2016,Threatened Species: Plants (number),10
Lebanon,2017,Threatened Species: Plants (number),12
Lebanon,2018,Threatened Species: Plants (number),24
Lebanon,2019,Threatened Species: Plants (number),29
Lebanon,2020,Threatened Species: Plants (number),29
Lebanon,2004,Threatened Species: Total (number),26
Lebanon,2010,Threatened Species: Total (number),50
Lebanon,2016,Threatened Species: Total (number),84
Lebanon,2017,Threatened Species: Total (number),87
Lebanon,2018,Threatened Species: Total (number),99
Lebanon,2019,Threatened Species: Total (number),104
Lebanon,2020,Threatened Species: Total (number),109
Lesotho,2004,Threatened Species: Vertebrates (number),11
Lesotho,2010,Threatened Species: Vertebrates (number),10
Lesotho,2016,Threatened Species: Vertebrates (number),11
Lesotho,2017,Threatened Species: Vertebrates (number),11
Lesotho,2018,Threatened Species: Vertebrates (number),13
Lesotho,2019,Threatened Species: Vertebrates (number),13
Lesotho,2020,Threatened Species: Vertebrates (number),13
Lesotho,2004,Threatened Species: Invertebrates (number),1
Lesotho,2010,Threatened Species: Invertebrates (number),2
Lesotho,2016,Threatened Species: Invertebrates (number),3
Lesotho,2017,Threatened Species: Invertebrates (number),3
Lesotho,2018,Threatened Species: Invertebrates (number),3
Lesotho,2019,Threatened Species: Invertebrates (number),3
Lesotho,2020,Threatened Species: Invertebrates (number),2
Lesotho,2004,Threatened Species: Plants (number),1
Lesotho,2010,Threatened Species: Plants (number),4
Lesotho,2016,Threatened Species: Plants (number),4
Lesotho,2017,Threatened Species: Plants (number),4
Lesotho,2018,Threatened Species: Plants (number),4
Lesotho,2019,Threatened Species: Plants (number),4
Lesotho,2020,Threatened Species: Plants (number),4
Lesotho,2004,Threatened Species: Total (number),13
Lesotho,2010,Threatened Species: Total (number),16
Lesotho,2016,Threatened Species: Total (number),18
Lesotho,2017,Threatened Species: Total (number),18
Lesotho,2018,Threatened Species: Total (number),20
Lesotho,2019,Threatened Species: Total (number),20
Lesotho,2020,Threatened Species: Total (number),19
Liberia,2004,Threatened Species: Vertebrates (number),45
Liberia,2010,Threatened Species: Vertebrates (number),91
Liberia,2016,Threatened Species: Vertebrates (number),108
Liberia,2017,Threatened Species: Vertebrates (number),109
Liberia,2018,Threatened Species: Vertebrates (number),112
Liberia,2019,Threatened Species: Vertebrates (number),114
Liberia,2020,Threatened Species: Vertebrates (number),122
Liberia,2004,Threatened Species: Invertebrates (number),3
Liberia,2010,Threatened Species: Invertebrates (number),9
Liberia,2016,Threatened Species: Invertebrates (number),11
Liberia,2017,Threatened Species: Invertebrates (number),11
Liberia,2018,Threatened Species: Invertebrates (number),10
Liberia,2019,Threatened Species: Invertebrates (number),10
Liberia,2020,Threatened Species: Invertebrates (number),10
Liberia,2004,Threatened Species: Plants (number),46
Liberia,2010,Threatened Species: Plants (number),47
Liberia,2016,Threatened Species: Plants (number),52
Liberia,2017,Threatened Species: Plants (number),52
Liberia,2018,Threatened Species: Plants (number),53
Liberia,2019,Threatened Species: Plants (number),83
Liberia,2020,Threatened Species: Plants (number),86
Liberia,2004,Threatened Species: Total (number),94
Liberia,2010,Threatened Species: Total (number),147
Liberia,2016,Threatened Species: Total (number),171
Liberia,2017,Threatened Species: Total (number),172
Liberia,2018,Threatened Species: Total (number),175
Liberia,2019,Threatened Species: Total (number),207
Liberia,2020,Threatened Species: Total (number),218
Libya,2004,Threatened Species: Vertebrates (number),24
Libya,2010,Threatened Species: Vertebrates (number),42
Libya,2016,Threatened Species: Vertebrates (number),55
Libya,2017,Threatened Species: Vertebrates (number),56
Libya,2018,Threatened Species: Vertebrates (number),56
Libya,2019,Threatened Species: Vertebrates (number),57
Libya,2020,Threatened Species: Vertebrates (number),62
Libya,2004,Threatened Species: Invertebrates (number),0
Libya,2010,Threatened Species: Invertebrates (number),0
Libya,2016,Threatened Species: Invertebrates (number),4
Libya,2017,Threatened Species: Invertebrates (number),4
Libya,2018,Threatened Species: Invertebrates (number),4
Libya,2019,Threatened Species: Invertebrates (number),4
Libya,2020,Threatened Species: Invertebrates (number),5
Libya,2004,Threatened Species: Plants (number),1
Libya,2010,Threatened Species: Plants (number),2
Libya,2016,Threatened Species: Plants (number),3
Libya,2017,Threatened Species: Plants (number),3
Libya,2018,Threatened Species: Plants (number),5
Libya,2019,Threatened Species: Plants (number),8
Libya,2020,Threatened Species: Plants (number),8
Libya,2004,Threatened Species: Total (number),25
Libya,2010,Threatened Species: Total (number),44
Libya,2016,Threatened Species: Total (number),62
Libya,2017,Threatened Species: Total (number),63
Libya,2018,Threatened Species: Total (number),65
Libya,2019,Threatened Species: Total (number),69
Libya,2020,Threatened Species: Total (number),75
Liechtenstein,2004,Threatened Species: Vertebrates (number),3
Liechtenstein,2010,Threatened Species: Vertebrates (number),0
Liechtenstein,2016,Threatened Species: Vertebrates (number),2
Liechtenstein,2017,Threatened Species: Vertebrates (number),2
Liechtenstein,2018,Threatened Species: Vertebrates (number),2
Liechtenstein,2019,Threatened Species: Vertebrates (number),2
Liechtenstein,2020,Threatened Species: Vertebrates (number),2
Liechtenstein,2004,Threatened Species: Invertebrates (number),5
Liechtenstein,2010,Threatened Species: Invertebrates (number),2
Liechtenstein,2016,Threatened Species: Invertebrates (number),4
Liechtenstein,2017,Threatened Species: Invertebrates (number),4
Liechtenstein,2018,Threatened Species: Invertebrates (number),6
Liechtenstein,2019,Threatened Species: Invertebrates (number),6
Liechtenstein,2020,Threatened Species: Invertebrates (number),6
Liechtenstein,2004,Threatened Species: Plants (number),0
Liechtenstein,2010,Threatened Species: Plants (number),0
Liechtenstein,2016,Threatened Species: Plants (number),0
Liechtenstein,2017,Threatened Species: Plants (number),0
Liechtenstein,2018,Threatened Species: Plants (number),0
Liechtenstein,2019,Threatened Species: Plants (number),4
Liechtenstein,2020,Threatened Species: Plants (number),5
Liechtenstein,2004,Threatened Species: Total (number),8
Liechtenstein,2010,Threatened Species: Total (number),2
Liechtenstein,2016,Threatened Species: Total (number),6
Liechtenstein,2017,Threatened Species: Total (number),6
Liechtenstein,2018,Threatened Species: Total (number),8
Liechtenstein,2019,Threatened Species: Total (number),12
Liechtenstein,2020,Threatened Species: Total (number),13
Lithuania,2004,Threatened Species: Vertebrates (number),12
Lithuania,2010,Threatened Species: Vertebrates (number),12
Lithuania,2016,Threatened Species: Vertebrates (number),17
Lithuania,2017,Threatened Species: Vertebrates (number),17
Lithuania,2018,Threatened Species: Vertebrates (number),18
Lithuania,2019,Threatened Species: Vertebrates (number),18
Lithuania,2020,Threatened Species: Vertebrates (number),18
Lithuania,2004,Threatened Species: Invertebrates (number),5
Lithuania,2010,Threatened Species: Invertebrates (number),5
Lithuania,2016,Threatened Species: Invertebrates (number),7
Lithuania,2017,Threatened Species: Invertebrates (number),7
Lithuania,2018,Threatened Species: Invertebrates (number),8
Lithuania,2019,Threatened Species: Invertebrates (number),8
Lithuania,2020,Threatened Species: Invertebrates (number),8
Lithuania,2004,Threatened Species: Plants (number),0
Lithuania,2010,Threatened Species: Plants (number),0
Lithuania,2016,Threatened Species: Plants (number),2
Lithuania,2017,Threatened Species: Plants (number),2
Lithuania,2018,Threatened Species: Plants (number),2
Lithuania,2019,Threatened Species: Plants (number),9
Lithuania,2020,Threatened Species: Plants (number),15
Lithuania,2004,Threatened Species: Total (number),17
Lithuania,2010,Threatened Species: Total (number),17
Lithuania,2016,Threatened Species: Total (number),26
Lithuania,2017,Threatened Species: Total (number),26
Lithuania,2018,Threatened Species: Total (number),28
Lithuania,2019,Threatened Species: Total (number),35
Lithuania,2020,Threatened Species: Total (number),41
Luxembourg,2004,Threatened Species: Vertebrates (number),6
Luxembourg,2010,Threatened Species: Vertebrates (number),1
Luxembourg,2016,Threatened Species: Vertebrates (number),4
Luxembourg,2017,Threatened Species: Vertebrates (number),4
Luxembourg,2018,Threatened Species: Vertebrates (number),4
Luxembourg,2019,Threatened Species: Vertebrates (number),4
Luxembourg,2020,Threatened Species: Vertebrates (number),4
Luxembourg,2004,Threatened Species: Invertebrates (number),4
Luxembourg,2010,Threatened Species: Invertebrates (number),4
Luxembourg,2016,Threatened Species: Invertebrates (number),7
Luxembourg,2017,Threatened Species: Invertebrates (number),7
Luxembourg,2018,Threatened Species: Invertebrates (number),7
Luxembourg,2019,Threatened Species: Invertebrates (number),7
Luxembourg,2020,Threatened Species: Invertebrates (number),7
Luxembourg,2004,Threatened Species: Plants (number),0
Luxembourg,2010,Threatened Species: Plants (number),0
Luxembourg,2016,Threatened Species: Plants (number),0
Luxembourg,2017,Threatened Species: Plants (number),0
Luxembourg,2018,Threatened Species: Plants (number),0
Luxembourg,2019,Threatened Species: Plants (number),5
Luxembourg,2020,Threatened Species: Plants (number),5
Luxembourg,2004,Threatened Species: Total (number),10
Luxembourg,2010,Threatened Species: Total (number),5
Luxembourg,2016,Threatened Species: Total (number),11
Luxembourg,2017,Threatened Species: Total (number),11
Luxembourg,2018,Threatened Species: Total (number),11
Luxembourg,2019,Threatened Species: Total (number),16
Luxembourg,2020,Threatened Species: Total (number),16
Madagascar,2004,Threatened Species: Vertebrates (number),222
Madagascar,2010,Threatened Species: Vertebrates (number),283
Madagascar,2016,Threatened Species: Vertebrates (number),527
Madagascar,2017,Threatened Species: Vertebrates (number),543
Madagascar,2018,Threatened Species: Vertebrates (number),551
Madagascar,2019,Threatened Species: Vertebrates (number),554
Madagascar,2020,Threatened Species: Vertebrates (number),556
Madagascar,2004,Threatened Species: Invertebrates (number),32
Madagascar,2010,Threatened Species: Invertebrates (number),100
Madagascar,2016,Threatened Species: Invertebrates (number),110
Madagascar,2017,Threatened Species: Invertebrates (number),172
Madagascar,2018,Threatened Species: Invertebrates (number),194
Madagascar,2019,Threatened Species: Invertebrates (number),195
Madagascar,2020,Threatened Species: Invertebrates (number),195
Madagascar,2004,Threatened Species: Plants (number),276
Madagascar,2010,Threatened Species: Plants (number),280
Madagascar,2016,Threatened Species: Plants (number),607
Madagascar,2017,Threatened Species: Plants (number),609
Madagascar,2018,Threatened Species: Plants (number),871
Madagascar,2019,Threatened Species: Plants (number),1624
Madagascar,2020,Threatened Species: Plants (number),2159
Madagascar,2004,Threatened Species: Total (number),530
Madagascar,2010,Threatened Species: Total (number),663
Madagascar,2016,Threatened Species: Total (number),1244
Madagascar,2017,Threatened Species: Total (number),1324
Madagascar,2018,Threatened Species: Total (number),1616
Madagascar,2019,Threatened Species: Total (number),2373
Madagascar,2020,Threatened Species: Total (number),2910
Malawi,2004,Threatened Species: Vertebrates (number),25
Malawi,2010,Threatened Species: Vertebrates (number),127
Malawi,2016,Threatened Species: Vertebrates (number),135
Malawi,2017,Threatened Species: Vertebrates (number),136
Malawi,2018,Threatened Species: Vertebrates (number),136
Malawi,2019,Threatened Species: Vertebrates (number),74
Malawi,2020,Threatened Species: Vertebrates (number),74
Malawi,2004,Threatened Species: Invertebrates (number),11
Malawi,2010,Threatened Species: Invertebrates (number),17
Malawi,2016,Threatened Species: Invertebrates (number),16
Malawi,2017,Threatened Species: Invertebrates (number),16
Malawi,2018,Threatened Species: Invertebrates (number),14
Malawi,2019,Threatened Species: Invertebrates (number),14
Malawi,2020,Threatened Species: Invertebrates (number),14
Malawi,2004,Threatened Species: Plants (number),14
Malawi,2010,Threatened Species: Plants (number),14
Malawi,2016,Threatened Species: Plants (number),24
Malawi,2017,Threatened Species: Plants (number),24
Malawi,2018,Threatened Species: Plants (number),26
Malawi,2019,Threatened Species: Plants (number),37
Malawi,2020,Threatened Species: Plants (number),42
Malawi,2004,Threatened Species: Total (number),50
Malawi,2010,Threatened Species: Total (number),158
Malawi,2016,Threatened Species: Total (number),175
Malawi,2017,Threatened Species: Total (number),176
Malawi,2018,Threatened Species: Total (number),176
Malawi,2019,Threatened Species: Total (number),125
Malawi,2020,Threatened Species: Total (number),130
Malaysia,2004,Threatened Species: Vertebrates (number),190
Malaysia,2010,Threatened Species: Vertebrates (number),246
Malaysia,2016,Threatened Species: Vertebrates (number),282
Malaysia,2017,Threatened Species: Vertebrates (number),288
Malaysia,2018,Threatened Species: Vertebrates (number),280
Malaysia,2019,Threatened Species: Vertebrates (number),343
Malaysia,2020,Threatened Species: Vertebrates (number),351
Malaysia,2004,Threatened Species: Invertebrates (number),19
Malaysia,2010,Threatened Species: Invertebrates (number),242
Malaysia,2016,Threatened Species: Invertebrates (number),262
Malaysia,2017,Threatened Species: Invertebrates (number),264
Malaysia,2018,Threatened Species: Invertebrates (number),265
Malaysia,2019,Threatened Species: Invertebrates (number),282
Malaysia,2020,Threatened Species: Invertebrates (number),314
Malaysia,2004,Threatened Species: Plants (number),683
Malaysia,2010,Threatened Species: Plants (number),692
Malaysia,2016,Threatened Species: Plants (number),721
Malaysia,2017,Threatened Species: Plants (number),720
Malaysia,2018,Threatened Species: Plants (number),712
Malaysia,2019,Threatened Species: Plants (number),813
Malaysia,2020,Threatened Species: Plants (number),997
Malaysia,2004,Threatened Species: Total (number),892
Malaysia,2010,Threatened Species: Total (number),1180
Malaysia,2016,Threatened Species: Total (number),1265
Malaysia,2017,Threatened Species: Total (number),1272
Malaysia,2018,Threatened Species: Total (number),1257
Malaysia,2019,Threatened Species: Total (number),1438
Malaysia,2020,Threatened Species: Total (number),1662
Maldives,2004,Threatened Species: Vertebrates (number),12
Maldives,2010,Threatened Species: Vertebrates (number),20
Maldives,2016,Threatened Species: Vertebrates (number),29
Maldives,2017,Threatened Species: Vertebrates (number),29
Maldives,2018,Threatened Species: Vertebrates (number),29
Maldives,2019,Threatened Species: Vertebrates (number),33
Maldives,2020,Threatened Species: Vertebrates (number),35
Maldives,2004,Threatened Species: Invertebrates (number),0
Maldives,2010,Threatened Species: Invertebrates (number),39
Maldives,2016,Threatened Species: Invertebrates (number),46
Maldives,2017,Threatened Species: Invertebrates (number),46
Maldives,2018,Threatened Species: Invertebrates (number),46
Maldives,2019,Threatened Species: Invertebrates (number),46
Maldives,2020,Threatened Species: Invertebrates (number),45
Maldives,2004,Threatened Species: Plants (number),0
Maldives,2010,Threatened Species: Plants (number),0
Maldives,2016,Threatened Species: Plants (number),0
Maldives,2017,Threatened Species: Plants (number),0
Maldives,2018,Threatened Species: Plants (number),0
Maldives,2019,Threatened Species: Plants (number),0
Maldives,2020,Threatened Species: Plants (number),0
Maldives,2004,Threatened Species: Total (number),12
Maldives,2010,Threatened Species: Total (number),59
Maldives,2016,Threatened Species: Total (number),75
Maldives,2017,Threatened Species: Total (number),75
Maldives,2018,Threatened Species: Total (number),75
Maldives,2019,Threatened Species: Total (number),79
Maldives,2020,Threatened Species: Total (number),80
Mali,2004,Threatened Species: Vertebrates (number),19
Mali,2010,Threatened Species: Vertebrates (number),23
Mali,2016,Threatened Species: Vertebrates (number),34
Mali,2017,Threatened Species: Vertebrates (number),34
Mali,2018,Threatened Species: Vertebrates (number),35
Mali,2019,Threatened Species: Vertebrates (number),37
Mali,2020,Threatened Species: Vertebrates (number),37
Mali,2004,Threatened Species: Invertebrates (number),0
Mali,2010,Threatened Species: Invertebrates (number),0
Mali,2016,Threatened Species: Invertebrates (number),0
Mali,2017,Threatened Species: Invertebrates (number),0
Mali,2018,Threatened Species: Invertebrates (number),0
Mali,2019,Threatened Species: Invertebrates (number),0
Mali,2020,Threatened Species: Invertebrates (number),0
Mali,2004,Threatened Species: Plants (number),6
Mali,2010,Threatened Species: Plants (number),6
Mali,2016,Threatened Species: Plants (number),8
Mali,2017,Threatened Species: Plants (number),8
Mali,2018,Threatened Species: Plants (number),11
Mali,2019,Threatened Species: Plants (number),24
Mali,2020,Threatened Species: Plants (number),25
Mali,2004,Threatened Species: Total (number),25
Mali,2010,Threatened Species: Total (number),29
Mali,2016,Threatened Species: Total (number),42
Mali,2017,Threatened Species: Total (number),42
Mali,2018,Threatened Species: Total (number),46
Mali,2019,Threatened Species: Total (number),61
Mali,2020,Threatened Species: Total (number),62
Malta,2004,Threatened Species: Vertebrates (number),22
Malta,2010,Threatened Species: Vertebrates (number),20
Malta,2016,Threatened Species: Vertebrates (number),30
Malta,2017,Threatened Species: Vertebrates (number),30
Malta,2018,Threatened Species: Vertebrates (number),30
Malta,2019,Threatened Species: Vertebrates (number),31
Malta,2020,Threatened Species: Vertebrates (number),38
Malta,2004,Threatened Species: Invertebrates (number),3
Malta,2010,Threatened Species: Invertebrates (number),3
Malta,2016,Threatened Species: Invertebrates (number),5
Malta,2017,Threatened Species: Invertebrates (number),5
Malta,2018,Threatened Species: Invertebrates (number),5
Malta,2019,Threatened Species: Invertebrates (number),5
Malta,2020,Threatened Species: Invertebrates (number),6
Malta,2004,Threatened Species: Plants (number),0
Malta,2010,Threatened Species: Plants (number),3
Malta,2016,Threatened Species: Plants (number),4
Malta,2017,Threatened Species: Plants (number),4
Malta,2018,Threatened Species: Plants (number),4
Malta,2019,Threatened Species: Plants (number),4
Malta,2020,Threatened Species: Plants (number),5
Malta,2004,Threatened Species: Total (number),25
Malta,2010,Threatened Species: Total (number),26
Malta,2016,Threatened Species: Total (number),39
Malta,2017,Threatened Species: Total (number),39
Malta,2018,Threatened Species: Total (number),39
Malta,2019,Threatened Species: Total (number),40
Malta,2020,Threatened Species: Total (number),49
Marshall Islands,2004,Threatened Species: Vertebrates (number),12
Marshall Islands,2010,Threatened Species: Vertebrates (number),17
Marshall Islands,2016,Threatened Species: Vertebrates (number),25
Marshall Islands,2017,Threatened Species: Vertebrates (number),28
Marshall Islands,2018,Threatened Species: Vertebrates (number),28
Marshall Islands,2019,Threatened Species: Vertebrates (number),28
Marshall Islands,2020,Threatened Species: Vertebrates (number),31
Marshall Islands,2004,Threatened Species: Invertebrates (number),1
Marshall Islands,2010,Threatened Species: Invertebrates (number),67
Marshall Islands,2016,Threatened Species: Invertebrates (number),73
Marshall Islands,2017,Threatened Species: Invertebrates (number),73
Marshall Islands,2018,Threatened Species: Invertebrates (number),73
Marshall Islands,2019,Threatened Species: Invertebrates (number),73
Marshall Islands,2020,Threatened Species: Invertebrates (number),73
Marshall Islands,2004,Threatened Species: Plants (number),0
Marshall Islands,2010,Threatened Species: Plants (number),0
Marshall Islands,2016,Threatened Species: Plants (number),0
Marshall Islands,2017,Threatened Species: Plants (number),0
Marshall Islands,2018,Threatened Species: Plants (number),0
Marshall Islands,2019,Threatened Species: Plants (number),0
Marshall Islands,2020,Threatened Species: Plants (number),0
Marshall Islands,2004,Threatened Species: Total (number),13
Marshall Islands,2010,Threatened Species: Total (number),84
Marshall Islands,2016,Threatened Species: Total (number),98
Marshall Islands,2017,Threatened Species: Total (number),101
Marshall Islands,2018,Threatened Species: Total (number),101
Marshall Islands,2019,Threatened Species: Total (number),101
Marshall Islands,2020,Threatened Species: Total (number),104
Martinique,2004,Threatened Species: Vertebrates (number),20
Martinique,2010,Threatened Species: Vertebrates (number),22
Martinique,2016,Threatened Species: Vertebrates (number),33
Martinique,2017,Threatened Species: Vertebrates (number),37
Martinique,2018,Threatened Species: Vertebrates (number),37
Martinique,2019,Threatened Species: Vertebrates (number),45
Martinique,2020,Threatened Species: Vertebrates (number),51
Martinique,2004,Threatened Species: Invertebrates (number),1
Martinique,2010,Threatened Species: Invertebrates (number),1
Martinique,2016,Threatened Species: Invertebrates (number),2
Martinique,2017,Threatened Species: Invertebrates (number),2
Martinique,2018,Threatened Species: Invertebrates (number),2
Martinique,2019,Threatened Species: Invertebrates (number),2
Martinique,2020,Threatened Species: Invertebrates (number),2
Martinique,2004,Threatened Species: Plants (number),8
Martinique,2010,Threatened Species: Plants (number),8
Martinique,2016,Threatened Species: Plants (number),9
Martinique,2017,Threatened Species: Plants (number),9
Martinique,2018,Threatened Species: Plants (number),9
Martinique,2019,Threatened Species: Plants (number),9
Martinique,2020,Threatened Species: Plants (number),9
Martinique,2004,Threatened Species: Total (number),29
Martinique,2010,Threatened Species: Total (number),31
Martinique,2016,Threatened Species: Total (number),44
Martinique,2017,Threatened Species: Total (number),48
Martinique,2018,Threatened Species: Total (number),48
Martinique,2019,Threatened Species: Total (number),56
Martinique,2020,Threatened Species: Total (number),62
Mauritania,2004,Threatened Species: Vertebrates (number),25
Mauritania,2010,Threatened Species: Vertebrates (number),57
Mauritania,2016,Threatened Species: Vertebrates (number),80
Mauritania,2017,Threatened Species: Vertebrates (number),83
Mauritania,2018,Threatened Species: Vertebrates (number),85
Mauritania,2019,Threatened Species: Vertebrates (number),86
Mauritania,2020,Threatened Species: Vertebrates (number),91
Mauritania,2004,Threatened Species: Invertebrates (number),1
Mauritania,2010,Threatened Species: Invertebrates (number),1
Mauritania,2016,Threatened Species: Invertebrates (number),3
Mauritania,2017,Threatened Species: Invertebrates (number),3
Mauritania,2018,Threatened Species: Invertebrates (number),3
Mauritania,2019,Threatened Species: Invertebrates (number),3
Mauritania,2020,Threatened Species: Invertebrates (number),3
Mauritania,2004,Threatened Species: Plants (number),0
Mauritania,2010,Threatened Species: Plants (number),0
Mauritania,2016,Threatened Species: Plants (number),0
Mauritania,2017,Threatened Species: Plants (number),0
Mauritania,2018,Threatened Species: Plants (number),0
Mauritania,2019,Threatened Species: Plants (number),0
Mauritania,2020,Threatened Species: Plants (number),0
Mauritania,2004,Threatened Species: Total (number),26
Mauritania,2010,Threatened Species: Total (number),58
Mauritania,2016,Threatened Species: Total (number),83
Mauritania,2017,Threatened Species: Total (number),86
Mauritania,2018,Threatened Species: Total (number),88
Mauritania,2019,Threatened Species: Total (number),89
Mauritania,2020,Threatened Species: Total (number),94
Mauritius,2004,Threatened Species: Vertebrates (number),28
Mauritius,2010,Threatened Species: Vertebrates (number),36
Mauritius,2016,Threatened Species: Vertebrates (number),45
Mauritius,2017,Threatened Species: Vertebrates (number),47
Mauritius,2018,Threatened Species: Vertebrates (number),48
Mauritius,2019,Threatened Species: Vertebrates (number),54
Mauritius,2020,Threatened Species: Vertebrates (number),56
Mauritius,2004,Threatened Species: Invertebrates (number),32
Mauritius,2010,Threatened Species: Invertebrates (number),98
Mauritius,2016,Threatened Species: Invertebrates (number),118
Mauritius,2017,Threatened Species: Invertebrates (number),120
Mauritius,2018,Threatened Species: Invertebrates (number),120
Mauritius,2019,Threatened Species: Invertebrates (number),121
Mauritius,2020,Threatened Species: Invertebrates (number),124
Mauritius,2004,Threatened Species: Plants (number),87
Mauritius,2010,Threatened Species: Plants (number),88
Mauritius,2016,Threatened Species: Plants (number),90
Mauritius,2017,Threatened Species: Plants (number),90
Mauritius,2018,Threatened Species: Plants (number),91
Mauritius,2019,Threatened Species: Plants (number),91
Mauritius,2020,Threatened Species: Plants (number),92
Mauritius,2004,Threatened Species: Total (number),147
Mauritius,2010,Threatened Species: Total (number),222
Mauritius,2016,Threatened Species: Total (number),253
Mauritius,2017,Threatened Species: Total (number),257
Mauritius,2018,Threatened Species: Total (number),259
Mauritius,2019,Threatened Species: Total (number),266
Mauritius,2020,Threatened Species: Total (number),272
Mayotte,2004,Threatened Species: Vertebrates (number),6
Mayotte,2010,Threatened Species: Vertebrates (number),9
Mayotte,2016,Threatened Species: Vertebrates (number),18
Mayotte,2017,Threatened Species: Vertebrates (number),18
Mayotte,2018,Threatened Species: Vertebrates (number),19
Mayotte,2019,Threatened Species: Vertebrates (number),22
Mayotte,2020,Threatened Species: Vertebrates (number),26
Mayotte,2004,Threatened Species: Invertebrates (number),1
Mayotte,2010,Threatened Species: Invertebrates (number),60
Mayotte,2016,Threatened Species: Invertebrates (number),69
Mayotte,2017,Threatened Species: Invertebrates (number),70
Mayotte,2018,Threatened Species: Invertebrates (number),70
Mayotte,2019,Threatened Species: Invertebrates (number),72
Mayotte,2020,Threatened Species: Invertebrates (number),72
Mayotte,2004,Threatened Species: Plants (number),0
Mayotte,2010,Threatened Species: Plants (number),0
Mayotte,2016,Threatened Species: Plants (number),0
Mayotte,2017,Threatened Species: Plants (number),0
Mayotte,2018,Threatened Species: Plants (number),3
Mayotte,2019,Threatened Species: Plants (number),4
Mayotte,2020,Threatened Species: Plants (number),4
Mayotte,2004,Threatened Species: Total (number),7
Mayotte,2010,Threatened Species: Total (number),69
Mayotte,2016,Threatened Species: Total (number),87
Mayotte,2017,Threatened Species: Total (number),88
Mayotte,2018,Threatened Species: Total (number),92
Mayotte,2019,Threatened Species: Total (number),98
Mayotte,2020,Threatened Species: Total (number),102
Mexico,2004,Threatened Species: Vertebrates (number),446
Mexico,2010,Threatened Species: Vertebrates (number),609
Mexico,2016,Threatened Species: Vertebrates (number),648
Mexico,2017,Threatened Species: Vertebrates (number),655
Mexico,2018,Threatened Species: Vertebrates (number),657
Mexico,2019,Threatened Species: Vertebrates (number),736
Mexico,2020,Threatened Species: Vertebrates (number),751
Mexico,2004,Threatened Species: Invertebrates (number),41
Mexico,2010,Threatened Species: Invertebrates (number),79
Mexico,2016,Threatened Species: Invertebrates (number),102
Mexico,2017,Threatened Species: Invertebrates (number),106
Mexico,2018,Threatened Species: Invertebrates (number),106
Mexico,2019,Threatened Species: Invertebrates (number),113
Mexico,2020,Threatened Species: Invertebrates (number),114
Mexico,2004,Threatened Species: Plants (number),261
Mexico,2010,Threatened Species: Plants (number),255
Mexico,2016,Threatened Species: Plants (number),402
Mexico,2017,Threatened Species: Plants (number),401
Mexico,2018,Threatened Species: Plants (number),450
Mexico,2019,Threatened Species: Plants (number),529
Mexico,2020,Threatened Species: Plants (number),791
Mexico,2004,Threatened Species: Total (number),748
Mexico,2010,Threatened Species: Total (number),943
Mexico,2016,Threatened Species: Total (number),1152
Mexico,2017,Threatened Species: Total (number),1162
Mexico,2018,Threatened Species: Total (number),1213
Mexico,2019,Threatened Species: Total (number),1378
